country,id,week.year,revenue,units
ID,3313092,47.2019,"2401,68",2
ID,3313092,48.2019,"1200,84",1
ID,3313428,48.2019,"2414,76",2
ID,3315024,46.2019,"2228,04",1
ID,3315024,46.2019,"2415,00",2
ID,3315024,48.2019,"3622,50",3
ID,3315024,45.2019,"1207,50",1
ID,3315822,47.2019,"1207,14",1
ID,3320544,46.2019,"1207,38",1
ID,3321810,45.2019,"1207,50",1
ID,3340242,47.2019,"389,70",1
ID,3340242,47.2019,"2494,08",4
ID,3345642,47.2019,"389,70",1
ID,3347334,48.2019,"1207,50",1
ID,3347802,47.2019,"2227,80",1
ID,3348702,48.2019,"2414,28",2
ID,3351024,48.2019,"618,54",1
ID,3351024,45.2019,"3622,50",3
ID,3351024,47.2019,"1207,50",1
ID,3351024,48.2019,"3622,50",3
ID,3353916,47.2019,"618,54",1
ID,3355338,45.2019,"3622,50",3
ID,3360042,47.2019,"618,54",1
ID,3360414,48.2019,"1207,50",1
ID,3361056,46.2019,"272,16",1
ID,3362748,45.2019,"2414,76",2
ID,3362748,47.2019,"3622,14",3
ID,3362748,48.2019,"1207,38",1
ID,3363558,47.2019,"1207,14",1
ID,3363768,46.2019,"1207,14",1
ID,3380004,46.2019,"618,54",1
ID,3380004,48.2019,"1207,50",1
ID,3384414,47.2019,"1207,38",1
ID,3384414,47.2019,"10866,42",9
ID,3384840,45.2019,"1207,14",1
ID,3384840,46.2019,"6035,70",5
ID,3386688,46.2019,"1207,50",1
ID,3389682,45.2019,"1207,14",1
ID,3390678,45.2019,"389,70",1
ID,3390678,46.2019,"389,70",1
ID,3390678,48.2019,"1237,08",2
ID,3390678,46.2019,"623,52",1
ID,3390678,48.2019,"1247,04",2
ID,3397746,45.2019,"1207,50",1
ID,3397788,46.2019,"12073,80",10
ID,3397788,48.2019,"24000,00",20
ID,3398256,46.2019,"1207,50",1
ID,3398256,48.2019,"1207,50",1
ID,3398880,47.2019,"12370,80",20
ID,3400176,45.2019,"2227,38",1
ID,3400176,46.2019,"1791,96",1
ID,3400176,46.2019,"6160,68",6
ID,3400176,47.2019,"7187,58",7
ID,3400176,48.2019,"1026,78",1
ID,3401784,47.2019,"2228,04",1
ID,3401784,45.2019,"1237,20",2
ID,3401784,46.2019,"618,54",1
ID,3401784,47.2019,"618,54",1
ID,3401784,48.2019,"1207,50",1
ID,3428046,46.2019,"389,70",1
ID,3429660,48.2019,"15697,50",13
ID,3430644,46.2019,"389,70",1
ID,3430644,47.2019,"779,40",2
ID,3430644,46.2019,"1207,38",1
ID,3431352,45.2019,"3622,50",3
ID,3431352,46.2019,"1207,50",1
ID,3431352,47.2019,"10867,50",9
ID,3433344,47.2019,"593,82",1
ID,3433344,45.2019,"1200,84",1
ID,3433344,47.2019,"6004,20",5
ID,3433344,48.2019,"8405,88",7
ID,3433344,45.2019,"1200,84",1
ID,3433344,46.2019,"1200,84",1
ID,3433344,47.2019,"4803,48",4
ID,3433344,48.2019,"2401,68",2
ID,3434784,46.2019,"1207,38",1
ID,3434784,48.2019,"1207,38",1
ID,3435678,45.2019,"8910,48",4
ID,3435678,46.2019,"2227,62",1
ID,3435678,48.2019,"15593,34",7
ID,3435678,46.2019,"1026,78",1
ID,3435678,48.2019,"10865,34",9
ID,3444444,46.2019,"1200,00",1
ID,3444444,47.2019,"1188,72",1
ID,3450198,45.2019,"1207,50",1
ID,3450198,48.2019,"3622,50",3
ID,3454494,47.2019,"1237,20",2
ID,3455208,47.2019,"389,70",1
ID,3455208,48.2019,"389,70",1
ID,3455208,48.2019,"1237,08",2
ID,3455208,48.2019,"1207,50",1
ID,3466446,47.2019,"618,54",1
ID,3466446,47.2019,"1207,50",1
ID,3467136,45.2019,"618,54",1
ID,3467136,46.2019,"618,54",1
ID,3467136,46.2019,"1207,50",1
ID,3472584,45.2019,"389,70",1
ID,3472710,47.2019,"1026,78",1
ID,3475254,45.2019,"1207,50",1
ID,3475776,45.2019,"1207,02",1
ID,3476400,46.2019,"272,16",1
ID,3476400,45.2019,"3621,06",3
ID,3476400,48.2019,"1207,02",1
ID,3485574,47.2019,"1207,38",1
ID,3496650,45.2019,"6066,30",5
ID,3496650,46.2019,"8492,82",7
ID,3496650,47.2019,"13213,26",11
ID,3496650,48.2019,"19253,04",16
ID,3496650,45.2019,"1213,26",1
ID,3496650,47.2019,"6000,00",5
ID,3496650,48.2019,"9600,00",8
ID,3499356,47.2019,"1207,38",1
ID,3499692,47.2019,"2227,38",1
ID,3499788,45.2019,"389,70",1
ID,3500970,47.2019,"389,70",1
ID,3501912,47.2019,"389,70",1
ID,3501912,48.2019,"389,70",1
ID,3501912,47.2019,"1855,62",3
ID,3501912,48.2019,"1237,08",2
ID,3502062,47.2019,"4454,28",2
ID,3506028,47.2019,"1207,50",1
ID,3508032,45.2019,"1207,50",1
ID,3508032,47.2019,"1207,50",1
ID,3508032,48.2019,"3622,50",3
ID,3509436,45.2019,"389,70",1
ID,3517560,47.2019,"2228,04",1
ID,3517560,46.2019,"389,70",1
ID,3517560,45.2019,"618,54",1
ID,3517560,46.2019,"1855,74",3
ID,3517560,48.2019,"1237,08",2
ID,3517560,45.2019,"272,16",1
ID,3517602,47.2019,"2389,56",2
ID,3518646,46.2019,"7242,84",6
ID,3520110,45.2019,"2227,14",1
ID,3520110,45.2019,"3621,06",3
ID,3522834,48.2019,"1207,62",1
ID,3525564,45.2019,"3441,96",1
ID,3532530,45.2019,"3621,78",3
ID,3532530,46.2019,"7243,56",6
ID,3532530,47.2019,"2414,52",2
ID,3532530,48.2019,"6036,30",5
ID,3533532,48.2019,"389,70",1
ID,3539868,46.2019,"1207,50",1
ID,3539868,47.2019,"8452,50",7
ID,3539868,48.2019,"7245,00",6
ID,3541164,45.2019,"1213,26",1
ID,3541164,46.2019,"1213,26",1
ID,3541164,48.2019,"14559,12",12
ID,3549450,46.2019,"1200,00",1
ID,3549450,47.2019,"2400,00",2
ID,3556092,48.2019,"389,70",1
ID,3556092,45.2019,"618,54",1
ID,3556092,47.2019,"1207,50",1
ID,3556092,48.2019,"1207,50",1
ID,3558792,45.2019,"2400,00",2
ID,3558792,48.2019,"1207,38",1
ID,3561066,45.2019,"6036,90",5
ID,3561066,47.2019,"1207,38",1
ID,3563736,47.2019,"389,70",1
ID,3563736,45.2019,"618,54",1
ID,3563736,46.2019,"1237,20",2
ID,3563736,47.2019,"618,54",1
ID,3563940,47.2019,"1207,50",1
ID,3570504,47.2019,"9656,16",8
ID,3570744,46.2019,"1026,78",1
ID,3570744,45.2019,"1207,50",1
ID,3570828,47.2019,"7242,84",6
ID,3570852,48.2019,"2415,00",2
ID,3571020,48.2019,"1948,50",5
ID,3571020,46.2019,"1237,08",2
ID,3571020,46.2019,"1207,50",1
ID,3571020,46.2019,"3622,50",3
ID,3571086,48.2019,"1207,50",1
ID,3571512,47.2019,"2227,62",1
ID,3571512,46.2019,"6036,30",5
ID,3571512,47.2019,"8450,82",7
ID,3571824,45.2019,"2414,28",2
ID,3571824,47.2019,"3621,42",3
ID,3571824,48.2019,"2414,28",2
ID,3572448,46.2019,"1207,50",1
ID,3572574,45.2019,"1360,80",5
ID,3572574,46.2019,"544,32",2
ID,3572574,47.2019,"272,16",1
ID,3572574,48.2019,"816,48",3
ID,3573120,45.2019,"618,54",1
ID,3573120,45.2019,"6037,50",5
ID,3602772,47.2019,"3622,50",3
ID,3603168,45.2019,"3622,14",3
ID,3603168,47.2019,"3622,14",3
ID,3603870,47.2019,"1207,50",1
ID,3611424,47.2019,"3622,50",3
ID,3611646,47.2019,"8452,50",7
ID,3618882,45.2019,"1200,84",1
ID,3618894,45.2019,"3671,40",1
ID,3619356,47.2019,"618,54",1
ID,3619356,45.2019,"2414,76",2
ID,3619356,47.2019,"1207,38",1
ID,3619470,48.2019,"618,54",1
ID,3619554,45.2019,"5566,86",9
ID,3619554,48.2019,"2415,00",2
ID,3632484,48.2019,"1237,20",2
ID,3632754,48.2019,"2415,00",2
ID,3633144,45.2019,"4828,08",4
ID,3633144,46.2019,"3621,06",3
ID,3633144,47.2019,"1207,02",1
ID,3633144,48.2019,"20519,34",17
ID,3641022,48.2019,"1207,50",1
ID,3641214,48.2019,"1207,50",1
ID,3641268,45.2019,"1207,26",1
ID,3641358,47.2019,"1207,50",1
ID,3650154,45.2019,"1207,38",1
ID,3650160,48.2019,"1207,14",1
ID,3650358,46.2019,"618,54",1
ID,3650436,45.2019,"12075,00",10
ID,3650718,48.2019,"389,70",1
ID,3650718,47.2019,"272,16",1
ID,3650754,47.2019,"1207,02",1
ID,3665754,46.2019,"2193,42",1
ID,3665754,46.2019,"1224,48",2
ID,3665754,47.2019,"612,24",1
ID,3665754,45.2019,"2032,68",2
ID,3665754,45.2019,"587,76",1
ID,3665754,45.2019,"2377,44",2
ID,3665754,46.2019,"2377,44",2
ID,3665754,47.2019,"1188,72",1
ID,3665760,47.2019,"1207,50",1
ID,3665760,48.2019,"1207,50",1
ID,3665898,47.2019,"618,54",1
ID,3666336,45.2019,"1207,50",1
ID,3672162,47.2019,"3622,50",3
ID,3672162,48.2019,"1207,50",1
ID,3672534,47.2019,"272,16",1
ID,3672642,46.2019,"1207,50",1
ID,3672672,45.2019,"618,54",1
ID,3672672,48.2019,"618,54",1
ID,3672672,47.2019,"1207,50",1
ID,3672708,45.2019,"623,52",1
ID,3672708,45.2019,"1207,50",1
ID,3672708,47.2019,"1207,50",1
ID,3672708,48.2019,"2415,00",2
ID,3682308,46.2019,"3622,50",3
ID,3682308,47.2019,"1207,50",1
ID,3682308,48.2019,"6037,50",5
ID,3682488,46.2019,"618,54",1
ID,3682488,48.2019,"618,54",1
ID,3682488,47.2019,"593,82",1
ID,3682488,46.2019,"1207,50",1
ID,3682524,45.2019,"13160,16",6
ID,3682848,47.2019,"1207,50",1
ID,3682866,45.2019,"1207,50",1
ID,3682896,47.2019,"2227,80",1
ID,3682932,46.2019,"3621,78",3
ID,3682932,46.2019,"3621,78",3
ID,3696240,45.2019,"2414,28",2
ID,3696312,48.2019,"1207,50",1
ID,3696600,48.2019,"1207,50",1
ID,3696612,47.2019,"1207,50",1
ID,3696612,48.2019,"2415,00",2
ID,3696660,47.2019,"1207,14",1
ID,3696666,47.2019,"2415,00",2
ID,3696972,45.2019,"2227,14",1
ID,3696972,47.2019,"1207,02",1
ID,3696972,45.2019,"3617,28",3
ID,3697362,48.2019,"3622,50",3
ID,3719898,45.2019,"2227,80",1
ID,3719898,46.2019,"6036,90",5
ID,3719898,45.2019,"1207,38",1
ID,3719952,48.2019,"1207,38",1
ID,3720090,45.2019,"4754,88",4
ID,3720090,47.2019,"17830,80",15
ID,3720216,47.2019,"1207,50",1
ID,3720522,48.2019,"2415,00",2
ID,3721002,45.2019,"2204,52",1
ID,3721002,45.2019,"6101,16",1
ID,3721146,48.2019,"618,54",1
ID,3721554,45.2019,"2415,00",2
ID,3721554,47.2019,"1207,50",1
ID,3721554,48.2019,"7245,00",6
ID,3721578,47.2019,"1207,62",1
ID,3721584,45.2019,"1026,78",1
ID,3721608,47.2019,"1207,50",1
ID,3721974,47.2019,"389,70",1
ID,3721974,48.2019,"389,70",1
ID,3721974,48.2019,"272,16",1
ID,3721974,48.2019,"2414,28",2
ID,3739074,46.2019,"2228,04",1
ID,3739560,47.2019,"4456,08",2
ID,3739560,47.2019,"3014,10",5
ID,3739716,45.2019,"1207,50",1
ID,3739716,46.2019,"1207,50",1
ID,3739716,47.2019,"1207,50",1
ID,3739716,48.2019,"1207,50",1
ID,3739938,48.2019,"1026,78",1
ID,3740070,45.2019,"1207,50",1
ID,3747006,46.2019,"389,70",1
ID,3747654,45.2019,"2053,68",2
ID,3747654,45.2019,"4830,00",4
ID,3747654,46.2019,"3622,50",3
ID,3747972,46.2019,"3622,50",3
ID,3748020,47.2019,"1207,14",1
ID,3748032,48.2019,"2415,00",2
ID,3748128,45.2019,"1948,50",5
ID,3748128,48.2019,"1558,80",4
ID,3748128,48.2019,"618,54",1
ID,3748128,46.2019,"272,16",1
ID,3748710,48.2019,"1026,78",1
ID,3748902,48.2019,"6037,50",5
ID,3766014,46.2019,"1207,26",1
ID,3766362,47.2019,"1207,50",1
ID,3766470,48.2019,"1207,50",1
ID,3766506,46.2019,"389,70",1
ID,3767280,48.2019,"1207,50",1
ID,3782532,48.2019,"1791,96",1
ID,3782532,48.2019,"1207,14",1
ID,3782790,45.2019,"389,70",1
ID,3783168,45.2019,"2227,14",1
ID,3783312,45.2019,"3622,50",3
ID,3783312,47.2019,"1207,50",1
ID,3783312,48.2019,"7245,00",6
ID,3783366,46.2019,"389,70",1
ID,3783546,46.2019,"1207,38",1
ID,3783588,45.2019,"1207,50",1
ID,3783588,47.2019,"1207,50",1
ID,3783588,48.2019,"3622,50",3
ID,3790218,46.2019,"1207,02",1
ID,3790218,47.2019,"1207,02",1
ID,3790218,48.2019,"1207,02",1
ID,3790218,45.2019,"1207,02",1
ID,3790218,47.2019,"26554,44",22
ID,3792588,45.2019,"3622,50",3
ID,3793134,45.2019,"2414,52",2
ID,3793134,46.2019,"1207,26",1
ID,3793332,48.2019,"9352,80",15
ID,3793338,48.2019,"2414,52",2
ID,3793644,47.2019,"618,54",1
ID,3793644,45.2019,"1207,50",1
ID,3793674,47.2019,"272,16",1
ID,3801924,46.2019,"1207,38",1
ID,3801924,48.2019,"2414,76",2
ID,3802020,46.2019,"1026,78",1
ID,3802206,45.2019,"1207,50",1
ID,3802206,47.2019,"2415,00",2
ID,3802206,48.2019,"1207,50",1
ID,3802284,47.2019,"612,24",1
ID,3802446,47.2019,"618,54",1
ID,3802758,45.2019,"1169,10",3
ID,3802758,47.2019,"779,40",2
ID,3802998,48.2019,"1026,78",1
ID,3802998,48.2019,"1207,50",1
ID,3810666,45.2019,"1026,78",1
ID,3810666,45.2019,"2415,00",2
ID,3810666,46.2019,"1207,50",1
ID,3810666,48.2019,"1207,50",1
ID,3810960,46.2019,"1207,50",1
ID,3811164,48.2019,"1237,08",2
ID,3811326,47.2019,"1207,50",1
ID,3811464,45.2019,"3622,14",3
ID,3811464,46.2019,"3622,14",3
ID,3812154,48.2019,"623,52",1
ID,3812394,45.2019,"618,54",1
ID,3812484,45.2019,"2415,00",2
ID,3812484,46.2019,"1207,50",1
ID,3826770,46.2019,"6037,50",5
ID,3827364,48.2019,"618,54",1
ID,3827364,46.2019,"7245,00",6
ID,3827364,48.2019,"1207,50",1
ID,3827856,47.2019,"3092,70",5
ID,3827940,48.2019,"2227,80",1
ID,3828108,47.2019,"1207,50",1
ID,3831846,46.2019,"3622,50",3
ID,3832122,45.2019,"389,70",1
ID,3832536,45.2019,"1207,38",1
ID,3832650,46.2019,"2228,04",1
ID,3840726,45.2019,"2377,44",2
ID,3840726,46.2019,"9509,76",8
ID,3840726,47.2019,"3566,16",3
ID,3840954,46.2019,"389,70",1
ID,3840954,48.2019,"272,16",1
ID,3840978,47.2019,"1237,08",2
ID,3840978,48.2019,"593,82",1
ID,3840978,47.2019,"1207,50",1
ID,3841026,45.2019,"6004,20",5
ID,3841026,46.2019,"4803,36",4
ID,3841026,47.2019,"2401,68",2
ID,3841026,48.2019,"2401,68",2
ID,3841206,47.2019,"779,40",2
ID,3857082,45.2019,"272,16",1
ID,3857082,47.2019,"272,16",1
ID,3857190,47.2019,"1169,10",3
ID,3857190,48.2019,"389,70",1
ID,3857190,46.2019,"1237,20",2
ID,3857190,48.2019,"1026,78",1
ID,3857220,48.2019,"544,32",2
ID,3857676,47.2019,"1207,50",1
ID,3867342,47.2019,"1026,78",1
ID,3867612,45.2019,"1207,50",1
ID,3867612,46.2019,"1207,50",1
ID,3868038,47.2019,"16757,10",43
ID,3868038,48.2019,"3897,00",10
ID,3868038,47.2019,"40824,00",150
ID,3868038,48.2019,"68040,00",250
ID,3868272,46.2019,"1207,50",1
ID,3868272,47.2019,"1207,50",1
ID,3868380,45.2019,"22280,40",10
ID,3868650,46.2019,"1207,50",1
ID,3874680,48.2019,"1207,38",1
ID,3874914,45.2019,"7245,00",6
ID,3875412,47.2019,"1207,50",1
ID,3875754,47.2019,"1207,38",1
ID,3876114,47.2019,"1207,50",1
ID,3882444,47.2019,"389,70",1
ID,3882444,48.2019,"389,70",1
ID,3882852,48.2019,"3622,50",3
ID,3883158,45.2019,"618,54",1
ID,3883158,48.2019,"618,54",1
ID,3883410,47.2019,"1207,50",1
ID,3883566,48.2019,"1207,50",1
ID,3891348,46.2019,"618,54",1
ID,3891348,45.2019,"1207,50",1
ID,3891684,48.2019,"2227,38",1
ID,3891912,46.2019,"1207,26",1
ID,3892650,46.2019,"1207,38",1
ID,3892650,45.2019,"6036,90",5
ID,3892650,46.2019,"2414,76",2
ID,3892650,47.2019,"1207,38",1
ID,3892698,46.2019,"2414,76",2
ID,3892698,47.2019,"1207,38",1
ID,3892698,48.2019,"1207,38",1
ID,3898908,48.2019,"389,70",1
ID,3899160,45.2019,"3622,50",3
ID,3899160,47.2019,"1207,50",1
ID,3899160,48.2019,"2415,00",2
ID,3899214,48.2019,"1207,50",1
ID,3899220,46.2019,"6037,50",5
ID,3899538,45.2019,"13158,00",11
ID,3899538,46.2019,"1207,14",1
ID,3899538,47.2019,"3614,28",3
ID,3899538,46.2019,"6000,00",5
ID,3899538,48.2019,"3564,00",3
ID,3899676,46.2019,"1207,50",1
ID,3899754,45.2019,"1207,50",1
ID,3908736,45.2019,"1207,50",1
ID,3908736,47.2019,"1207,50",1
ID,3908736,48.2019,"2415,00",2
ID,3908742,47.2019,"2415,00",2
ID,3909252,46.2019,"1207,50",1
ID,3909252,45.2019,"1207,50",1
ID,3909666,47.2019,"1207,38",1
ID,3920124,48.2019,"593,82",1
ID,3920124,46.2019,"4853,04",4
ID,3920124,47.2019,"1213,26",1
ID,3920124,48.2019,"2426,52",2
ID,3921336,45.2019,"389,70",1
ID,3921336,48.2019,"1207,38",1
ID,3921456,45.2019,"1207,14",1
ID,3921456,46.2019,"1200,00",1
ID,3921456,48.2019,"3564,00",3
ID,3921540,44.2019,"618,54",1
ID,3921918,47.2019,"618,54",1
ID,3921918,48.2019,"618,54",1
ID,3921918,46.2019,"1207,50",1
ID,3922092,48.2019,"1026,78",1
ID,3922224,47.2019,"1870,56",3
ID,3922224,47.2019,"272,16",1
ID,3929094,48.2019,"189000,00",500
ID,3929094,48.2019,"182736,00",300
ID,3929094,48.2019,"6078,60",10
ID,3929094,48.2019,"264000,00",1000
ID,3929094,48.2019,"119478,00",100
ID,3929166,48.2019,"1207,50",1
ID,3929232,45.2019,"1207,02",1
ID,3929232,47.2019,"2414,04",2
ID,3929448,46.2019,"1207,50",1
ID,3929568,47.2019,"623,52",1
ID,3929598,48.2019,"618,54",1
ID,3929688,48.2019,"6195,54",1
ID,3946194,45.2019,"4829,04",4
ID,3946194,47.2019,"2414,52",2
ID,3946596,48.2019,"2228,04",1
ID,3946632,48.2019,"2415,00",2
ID,3946788,45.2019,"1207,38",1
ID,3947502,46.2019,"3622,50",3
ID,3962688,47.2019,"2053,68",2
ID,3962688,47.2019,"2053,56",2
ID,3962808,45.2019,"1207,50",1
ID,3963048,45.2019,"1026,78",1
ID,3963048,46.2019,"2414,76",2
ID,3969294,45.2019,"1026,78",1
ID,3969360,45.2019,"2414,52",2
ID,3969360,46.2019,"8450,82",7
ID,3969360,48.2019,"7243,56",6
ID,3969504,45.2019,"2227,80",1
ID,3969504,47.2019,"618,54",1
ID,3969810,47.2019,"2415,00",2
ID,3969888,48.2019,"1207,50",1
ID,3970272,47.2019,"644,82",1
ID,3970272,48.2019,"3680,28",3
ID,3978936,47.2019,"1207,50",1
ID,3978942,47.2019,"1207,50",1
ID,3979650,47.2019,"1247,04",2
ID,3979986,46.2019,"3621,42",3
ID,3979986,47.2019,"3621,42",3
ID,3979986,48.2019,"2414,28",2
ID,3980070,46.2019,"3622,50",3
ID,3982920,46.2019,"389,70",1
ID,3982920,48.2019,"389,70",1
ID,3982920,45.2019,"816,48",3
ID,3983226,47.2019,"1207,50",1
ID,3983226,48.2019,"1207,50",1
ID,3983442,45.2019,"16642,08",14
ID,3983442,46.2019,"5943,60",5
ID,3983442,47.2019,"27340,56",23
ID,3983442,48.2019,"13075,92",11
ID,3983442,45.2019,"3566,16",3
ID,3983442,46.2019,"2377,44",2
ID,3983442,47.2019,"5943,60",5
ID,3983442,48.2019,"2377,44",2
ID,3983454,48.2019,"2228,04",1
ID,3985476,46.2019,"1207,50",1
ID,3986346,46.2019,"618,54",1
ID,3986346,47.2019,"1207,50",1
ID,3987108,45.2019,"3622,14",3
ID,3987108,46.2019,"2414,76",2
ID,3987108,47.2019,"1207,38",1
ID,3987108,48.2019,"1207,38",1
ID,3987468,48.2019,"1207,50",1
ID,3987600,47.2019,"1207,50",1
ID,3988188,48.2019,"3622,50",3
ID,3989394,48.2019,"1207,50",1
ID,3989922,45.2019,"1207,50",1
ID,3989922,46.2019,"1207,50",1
ID,3989922,47.2019,"9660,00",8
ID,3994704,47.2019,"1207,50",1
ID,3994836,48.2019,"272,16",1
ID,3995718,47.2019,"1207,50",1
ID,3996666,46.2019,"1207,50",1
ID,3997692,46.2019,"1207,50",1
ID,3997692,48.2019,"2415,00",2
ID,3997734,46.2019,"1207,50",1
ID,4006002,46.2019,"1207,50",1
ID,4006296,48.2019,"1207,38",1
ID,4006302,47.2019,"3080,46",3
ID,4006302,46.2019,"593,82",1
ID,4006536,45.2019,"4829,52",4
ID,4006716,45.2019,"1207,14",1
ID,4013124,48.2019,"1207,50",1
ID,4013184,47.2019,"3622,50",3
ID,4013784,46.2019,"389,70",1
ID,4013832,44.2019,"4830,00",4
ID,4013964,47.2019,"3080,46",3
ID,4014180,48.2019,"1207,02",1
ID,4014372,47.2019,"1207,50",1
ID,4022010,45.2019,"2415,00",2
ID,4022010,47.2019,"1207,50",1
ID,4022412,47.2019,"1026,78",1
ID,4022412,45.2019,"2414,52",2
ID,4022412,47.2019,"3621,78",3
ID,4022832,45.2019,"618,54",1
ID,4022886,46.2019,"618,54",1
ID,4023444,46.2019,"623,52",1
ID,4044324,47.2019,"272,16",1
ID,4044354,48.2019,"1207,50",1
ID,4045302,45.2019,"618,54",1
ID,4045302,47.2019,"1237,08",2
ID,4045326,48.2019,"1207,38",1
ID,4051788,47.2019,"1207,38",1
ID,4052706,45.2019,"26035,80",22
ID,4052706,46.2019,"2366,88",2
ID,4052706,47.2019,"68639,52",58
ID,4052706,48.2019,"23668,80",20
ID,4052706,48.2019,"59172,12",50
ID,4052970,45.2019,"1207,14",1
ID,4052970,46.2019,"1207,14",1
ID,4062042,46.2019,"14487,12",12
ID,4062558,45.2019,"3671,40",1
ID,4070652,45.2019,"1207,50",1
ID,4070652,46.2019,"4830,00",4
ID,4070652,47.2019,"3622,50",3
ID,4071054,46.2019,"2415,00",2
ID,4071066,45.2019,"2053,68",2
ID,4071066,47.2019,"1026,78",1
ID,4071318,48.2019,"618,54",1
ID,4071438,46.2019,"2415,00",2
ID,4083306,46.2019,"1207,14",1
ID,4083432,45.2019,"618,54",1
ID,4083432,47.2019,"618,54",1
ID,4083432,48.2019,"272,16",1
ID,4083588,47.2019,"618,54",1
ID,4083870,45.2019,"3080,46",3
ID,4083870,48.2019,"7279,56",6
ID,4093908,44.2019,"618,54",1
ID,4093908,45.2019,"1237,20",2
ID,4093908,46.2019,"1237,08",2
ID,4093908,48.2019,"618,54",1
ID,4093908,47.2019,"1207,50",1
ID,4094184,46.2019,"2414,76",2
ID,4094610,45.2019,"1207,02",1
ID,4094664,48.2019,"3622,14",3
ID,4094724,47.2019,"1207,50",1
ID,4110354,48.2019,"1207,50",1
ID,4110768,46.2019,"1207,50",1
ID,4110912,45.2019,"5611,68",9
ID,4110912,45.2019,"2377,44",2
ID,4110912,47.2019,"3566,16",3
ID,4110984,47.2019,"1207,50",1
ID,4110984,48.2019,"1207,50",1
ID,4111260,48.2019,"272,16",1
ID,4119834,48.2019,"4454,76",2
ID,4119834,45.2019,"2414,28",2
ID,4119834,48.2019,"2414,28",2
ID,4120002,47.2019,"2414,76",2
ID,4120014,45.2019,"1207,50",1
ID,4120728,48.2019,"1207,50",1
ID,4120818,47.2019,"623,52",1
ID,4121148,46.2019,"2991,06",3
ID,4127076,45.2019,"389,70",1
ID,4127124,45.2019,"1207,50",1
ID,4127310,46.2019,"1207,50",1
ID,4127340,46.2019,"618,54",1
ID,4127340,48.2019,"544,32",2
ID,4127700,45.2019,"3622,14",3
ID,4127700,46.2019,"2414,76",2
ID,4127700,47.2019,"3622,14",3
ID,4127700,48.2019,"1207,38",1
ID,4127730,46.2019,"618,54",1
ID,4128342,46.2019,"1207,50",1
ID,4133448,47.2019,"618,54",1
ID,4133448,46.2019,"1791,96",1
ID,4134432,47.2019,"1237,20",2
ID,4135200,48.2019,"2228,04",1
ID,4135338,46.2019,"1207,02",1
ID,4135650,46.2019,"14685,60",4
ID,4135650,48.2019,"1207,50",1
ID,4139430,46.2019,"3671,40",1
ID,4139430,45.2019,"2414,76",2
ID,4139430,47.2019,"3622,14",3
ID,4139430,48.2019,"3622,14",3
ID,4139562,47.2019,"2415,00",2
ID,4139598,47.2019,"3622,50",3
ID,4140288,45.2019,"1207,50",1
ID,4140354,46.2019,"1207,50",1
ID,4140354,48.2019,"1207,50",1
ID,4157268,47.2019,"389,70",1
ID,4157268,48.2019,"618,54",1
ID,4157292,47.2019,"1207,50",1
ID,4158096,47.2019,"544,32",2
ID,4158342,45.2019,"2228,04",1
ID,4158342,47.2019,"593,82",1
ID,4158342,45.2019,"593,82",1
ID,4168080,48.2019,"1207,50",1
ID,4168380,47.2019,"618,54",1
ID,4168554,45.2019,"1200,84",1
ID,4168554,46.2019,"1200,84",1
ID,4168554,47.2019,"1200,84",1
ID,4168554,48.2019,"1200,84",1
ID,4168740,46.2019,"1237,08",2
ID,4168740,48.2019,"618,54",1
ID,4168740,45.2019,"2415,00",2
ID,4168740,47.2019,"6037,50",5
ID,4168974,46.2019,"1207,38",1
ID,4168974,47.2019,"2414,76",2
ID,4180242,46.2019,"1207,50",1
ID,4180410,45.2019,"272,16",1
ID,4180506,46.2019,"618,54",1
ID,4180548,48.2019,"1207,50",1
ID,4181034,48.2019,"389,70",1
ID,4181544,47.2019,"593,82",1
ID,4189470,45.2019,"3117,60",5
ID,4189620,45.2019,"1207,50",1
ID,4189620,48.2019,"1207,50",1
ID,4189704,48.2019,"1207,50",1
ID,4189722,47.2019,"1026,78",1
ID,4189722,47.2019,"1207,62",1
ID,4189722,47.2019,"1207,62",1
ID,4189758,48.2019,"1207,50",1
ID,4190916,48.2019,"389,70",1
ID,4198512,45.2019,"389,70",1
ID,4198518,47.2019,"618,54",1
ID,4198518,46.2019,"1207,50",1
ID,4198692,46.2019,"1207,38",1
ID,4199898,45.2019,"2053,68",2
ID,4199898,46.2019,"2053,56",2
ID,4215258,45.2019,"272,16",1
ID,4215372,45.2019,"618,54",1
ID,4215372,48.2019,"618,54",1
ID,4215414,45.2019,"623,52",1
ID,4215918,47.2019,"2415,00",2
ID,4227576,46.2019,"389,70",1
ID,4227930,46.2019,"3622,50",3
ID,4228122,45.2019,"1207,02",1
ID,4228122,46.2019,"3621,06",3
ID,4228266,48.2019,"1207,50",1
ID,4228266,48.2019,"1207,50",1
ID,4228818,46.2019,"389,70",1
ID,4228884,47.2019,"618,54",1
ID,4228884,45.2019,"1207,50",1
ID,4228884,47.2019,"1207,50",1
ID,4229160,45.2019,"3711,24",6
ID,4229160,47.2019,"618,54",1
ID,4236036,46.2019,"1207,50",1
ID,4236036,47.2019,"3622,50",3
ID,4236036,48.2019,"2415,00",2
ID,4236342,46.2019,"618,54",1
ID,4236342,47.2019,"618,54",1
ID,4236342,48.2019,"618,54",1
ID,4236342,48.2019,"618,54",1
