id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment,country,country_clean
PK2770248,267,1,92076.00,5.59,0.69,11.43,0,can not lose,PK,Pakistan
PK2770506,232,12,190176.00,5.45,2.56,12.16,0,can not lose,PK,Pakistan
PK2770992,50,1,39342.00,3.93,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK2771142,239,3,66552.00,5.48,1.39,11.11,0,can not lose,PK,Pakistan
PK2772258,351,1,23448.00,5.86,0.69,10.06,2,may lose,PK,Pakistan
PK2781216,43,2,59400.00,3.78,1.10,10.99,4,new customers with low buying ability,PK,Pakistan
PK2783868,225,14,540666.00,5.42,2.71,13.20,5,need bring back,PK,Pakistan
PK2793828,281,4,133878.00,5.64,1.61,11.80,0,can not lose,PK,Pakistan
PK2795916,288,2,73350.00,5.67,1.10,11.20,0,can not lose,PK,Pakistan
PK2814660,351,1,20454.00,5.86,0.69,9.93,2,may lose,PK,Pakistan
PK2825634,267,3,58146.00,5.59,1.39,10.97,0,can not lose,PK,Pakistan
PK2825910,225,1,19872.00,5.42,0.69,9.90,2,may lose,PK,Pakistan
PK2826732,50,2,157380.00,3.93,1.10,11.97,4,new customers with low buying ability,PK,Pakistan
PK2850438,309,1,20442.00,5.74,0.69,9.93,2,may lose,PK,Pakistan
PK2851116,22,1,39342.00,3.14,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK2960202,337,1,24000.00,5.82,0.69,10.09,2,may lose,PK,Pakistan
PK3008808,316,2,19470.00,5.76,1.10,9.88,2,may lose,PK,Pakistan
PK3015162,295,1,20442.00,5.69,0.69,9.93,2,may lose,PK,Pakistan
PK3016128,183,1,517752.00,5.21,0.69,13.16,5,need bring back,PK,Pakistan
PK3016698,267,1,39342.00,5.59,0.69,10.58,2,may lose,PK,Pakistan
PK3040134,309,1,14940.00,5.74,0.69,9.61,2,may lose,PK,Pakistan
PK3085026,260,3,65076.00,5.56,1.39,11.08,0,can not lose,PK,Pakistan
PK3090336,337,1,20844.00,5.82,0.69,9.94,2,may lose,PK,Pakistan
PK3091236,295,1,44160.00,5.69,0.69,10.70,2,may lose,PK,Pakistan
PK3132198,92,2,42492.00,4.53,1.10,10.66,2,may lose,PK,Pakistan
PK3132858,309,1,28260.00,5.74,0.69,10.25,2,may lose,PK,Pakistan
PK3154008,337,1,7470.00,5.82,0.69,8.92,2,may lose,PK,Pakistan
PK3225600,288,1,22080.00,5.67,0.69,10.00,2,may lose,PK,Pakistan
PK3229770,232,6,171858.00,5.45,1.95,12.05,0,can not lose,PK,Pakistan
PK3231300,120,4,87372.00,4.80,1.61,11.38,0,can not lose,PK,Pakistan
PK3231522,302,1,19314.00,5.71,0.69,9.87,2,may lose,PK,Pakistan
PK3343248,288,2,38940.00,5.67,1.10,10.57,2,may lose,PK,Pakistan
PK3358446,225,1,22200.00,5.42,0.69,10.01,2,may lose,PK,Pakistan
PK3359274,239,1,19518.00,5.48,0.69,9.88,2,may lose,PK,Pakistan
PK3457608,295,2,26784.00,5.69,1.10,10.20,2,may lose,PK,Pakistan
PK3465732,43,1,513396.00,3.78,0.69,13.15,5,need bring back,PK,Pakistan
PK3486198,120,1,19176.00,4.80,0.69,9.86,2,may lose,PK,Pakistan
PK3502980,218,2,26826.00,5.39,1.10,10.20,2,may lose,PK,Pakistan
PK3550404,239,6,92502.00,5.48,1.95,11.43,0,can not lose,PK,Pakistan
PK3561162,309,2,45558.00,5.74,1.10,10.73,2,may lose,PK,Pakistan
PK3565866,323,1,19314.00,5.78,0.69,9.87,2,may lose,PK,Pakistan
PK3565998,218,4,60450.00,5.39,1.61,11.01,0,can not lose,PK,Pakistan
PK3566802,113,2,35730.00,4.74,1.10,10.48,2,may lose,PK,Pakistan
PK3577620,246,1,30684.00,5.51,0.69,10.33,2,may lose,PK,Pakistan
PK3582690,253,4,71646.00,5.54,1.61,11.18,0,can not lose,PK,Pakistan
PK3608604,183,1,184152.00,5.21,0.69,12.12,0,can not lose,PK,Pakistan
PK3629718,330,2,40188.00,5.80,1.10,10.60,2,may lose,PK,Pakistan
PK3649776,260,5,135216.00,5.56,1.79,11.81,0,can not lose,PK,Pakistan
PK3653748,281,6,87300.00,5.64,1.95,11.38,0,can not lose,PK,Pakistan
PK3738336,309,1,7470.00,5.74,0.69,8.92,2,may lose,PK,Pakistan
PK3738522,204,1,20454.00,5.32,0.69,9.93,2,may lose,PK,Pakistan
PK3740340,281,1,20442.00,5.64,0.69,9.93,2,may lose,PK,Pakistan
PK3745050,309,2,40884.00,5.74,1.10,10.62,2,may lose,PK,Pakistan
PK3745566,344,1,20874.00,5.84,0.69,9.95,2,may lose,PK,Pakistan
PK3746514,197,1,39342.00,5.29,0.69,10.58,2,may lose,PK,Pakistan
PK3765348,337,2,81768.00,5.82,1.10,11.31,0,can not lose,PK,Pakistan
PK3824832,295,1,20442.00,5.69,0.69,9.93,2,may lose,PK,Pakistan
PK3830610,351,2,31308.00,5.86,1.10,10.35,2,may lose,PK,Pakistan
PK3864090,71,1,39342.00,4.28,0.69,10.58,4,new customers with low buying ability,PK,Pakistan
PK3877986,267,1,19518.00,5.59,0.69,9.88,2,may lose,PK,Pakistan
PK3915486,85,1,39342.00,4.45,0.69,10.58,2,may lose,PK,Pakistan
PK3967518,274,1,23478.00,5.62,0.69,10.06,2,may lose,PK,Pakistan
PK3975030,344,1,20844.00,5.84,0.69,9.94,2,may lose,PK,Pakistan
PK3976218,281,2,42138.00,5.64,1.10,10.65,2,may lose,PK,Pakistan
PK3998088,316,1,12000.00,5.76,0.69,9.39,2,may lose,PK,Pakistan
PK4003086,29,3,97314.00,3.40,1.39,11.49,4,new customers with low buying ability,PK,Pakistan
PK4060542,267,10,199410.00,5.59,2.40,12.20,0,can not lose,PK,Pakistan
PK4084788,274,2,208740.00,5.62,1.10,12.25,0,can not lose,PK,Pakistan
PK4095816,330,1,74700.00,5.80,0.69,11.22,0,can not lose,PK,Pakistan
PK4113432,190,9,183978.00,5.25,2.30,12.12,0,can not lose,PK,Pakistan
PK4130640,302,1,19314.00,5.71,0.69,9.87,2,may lose,PK,Pakistan
PK4141656,43,2,76716.00,3.78,1.10,11.25,4,new customers with low buying ability,PK,Pakistan
PK4143606,274,4,67842.00,5.62,1.61,11.12,0,can not lose,PK,Pakistan
PK4179774,85,1,39342.00,4.45,0.69,10.58,2,may lose,PK,Pakistan
PK4219500,365,1,20874.00,5.90,0.69,9.95,2,may lose,PK,Pakistan
PK4219734,309,1,22080.00,5.74,0.69,10.00,2,may lose,PK,Pakistan
PK4224150,127,3,61362.00,4.85,1.39,11.02,0,can not lose,PK,Pakistan
PK4229286,281,1,19314.00,5.64,0.69,9.87,2,may lose,PK,Pakistan
PK4230486,253,16,294114.00,5.54,2.83,12.59,5,need bring back,PK,Pakistan
PK4230978,281,3,51768.00,5.64,1.39,10.85,0,can not lose,PK,Pakistan
PK4239504,260,1,18600.00,5.56,0.69,9.83,2,may lose,PK,Pakistan
PK4253238,323,1,149400.00,5.78,0.69,11.91,0,can not lose,PK,Pakistan
PK4295418,78,1,92112.00,4.37,0.69,11.43,4,new customers with low buying ability,PK,Pakistan
PK4296252,113,1,38358.00,4.74,0.69,10.55,2,may lose,PK,Pakistan
PK4303296,197,1,20454.00,5.29,0.69,9.93,2,may lose,PK,Pakistan
PK4327716,288,3,53394.00,5.67,1.39,10.89,0,can not lose,PK,Pakistan
PK4335102,281,5,143094.00,5.64,1.79,11.87,0,can not lose,PK,Pakistan
PK4350360,267,4,53244.00,5.59,1.61,10.88,0,can not lose,PK,Pakistan
PK4409292,274,1,15342.00,5.62,0.69,9.64,2,may lose,PK,Pakistan
PK4422306,316,2,26784.00,5.76,1.10,10.20,2,may lose,PK,Pakistan
PK4431480,267,3,111798.00,5.59,1.39,11.62,0,can not lose,PK,Pakistan
PK4480476,302,2,31470.00,5.71,1.10,10.36,2,may lose,PK,Pakistan
PK4482366,274,1,20088.00,5.62,0.69,9.91,2,may lose,PK,Pakistan
SA4130310,43,3,31644.00,3.78,1.39,10.36,4,new customers with low buying ability,SA,Saudi Arabia
SA4152666,211,3,119214.00,5.36,1.39,11.69,0,can not lose,SA,Saudi Arabia
SA4153266,358,1,10164.00,5.88,0.69,9.23,2,may lose,SA,Saudi Arabia
SA4154574,232,1,19398.00,5.45,0.69,9.87,2,may lose,SA,Saudi Arabia
SA4166562,120,1,15552.00,4.80,0.69,9.65,2,may lose,SA,Saudi Arabia
SA4178376,29,2,98748.00,3.40,1.10,11.50,4,new customers with low buying ability,SA,Saudi Arabia
SA4245450,43,2,130326.00,3.78,1.10,11.78,4,new customers with low buying ability,SA,Saudi Arabia
SA4288314,50,1,7956.00,3.93,0.69,8.98,2,may lose,SA,Saudi Arabia
SA4415718,358,1,18174.00,5.88,0.69,9.81,2,may lose,SA,Saudi Arabia
SA4415796,15,2,350268.00,2.77,1.10,12.77,1,new customers with high buying ability,SA,Saudi Arabia
SA4415946,365,1,10848.00,5.90,0.69,9.29,2,may lose,SA,Saudi Arabia
SA4416156,337,1,146382.00,5.82,0.69,11.89,0,can not lose,SA,Saudi Arabia
SA4416312,204,1,71358.00,5.32,0.69,11.18,0,can not lose,SA,Saudi Arabia
SA4416318,106,2,43620.00,4.67,1.10,10.68,2,may lose,SA,Saudi Arabia
SA4416498,57,2,57852.00,4.06,1.10,10.97,4,new customers with low buying ability,SA,Saudi Arabia
SA4416684,29,7,659562.00,3.40,2.08,13.40,1,new customers with high buying ability,SA,Saudi Arabia
SA4416888,113,1,24018.00,4.74,0.69,10.09,2,may lose,SA,Saudi Arabia
SA4417032,218,1,20646.00,5.39,0.69,9.94,2,may lose,SA,Saudi Arabia
SA4417080,57,3,146592.00,4.06,1.39,11.90,4,new customers with low buying ability,SA,Saudi Arabia
SA4417140,29,13,1117242.00,3.40,2.64,13.93,1,new customers with high buying ability,SA,Saudi Arabia
SA4417152,57,3,31716.00,4.06,1.39,10.36,4,new customers with low buying ability,SA,Saudi Arabia
SA4417188,351,1,18780.00,5.86,0.69,9.84,2,may lose,SA,Saudi Arabia
SA4417212,43,1,90330.00,3.78,0.69,11.41,4,new customers with low buying ability,SA,Saudi Arabia
SA4417398,71,3,51624.00,4.28,1.39,10.85,4,new customers with low buying ability,SA,Saudi Arabia
SA4417566,344,1,37674.00,5.84,0.69,10.54,2,may lose,SA,Saudi Arabia
SA4417746,141,1,55734.00,4.96,0.69,10.93,0,can not lose,SA,Saudi Arabia
SA4417980,288,1,146742.00,5.67,0.69,11.90,0,can not lose,SA,Saudi Arabia
SA4418082,92,1,10698.00,4.53,0.69,9.28,2,may lose,SA,Saudi Arabia
SA4418220,302,1,25734.00,5.71,0.69,10.16,2,may lose,SA,Saudi Arabia
SA4418328,64,7,98742.00,4.17,2.08,11.50,4,new customers with low buying ability,SA,Saudi Arabia
SA4418412,134,2,144666.00,4.91,1.10,11.88,0,can not lose,SA,Saudi Arabia
SA4418418,106,3,674232.00,4.67,1.39,13.42,5,need bring back,SA,Saudi Arabia
SA4418772,260,1,184710.00,5.56,0.69,12.13,0,can not lose,SA,Saudi Arabia
SA4418976,29,7,304278.00,3.40,2.08,12.63,1,new customers with high buying ability,SA,Saudi Arabia
SA4419000,113,1,182940.00,4.74,0.69,12.12,0,can not lose,SA,Saudi Arabia
SA4419870,239,1,74226.00,5.48,0.69,11.21,0,can not lose,SA,Saudi Arabia
SA4420080,232,1,72762.00,5.45,0.69,11.19,0,can not lose,SA,Saudi Arabia
SA4420086,211,2,143892.00,5.36,1.10,11.88,0,can not lose,SA,Saudi Arabia
SA4420302,358,1,71850.00,5.88,0.69,11.18,0,can not lose,SA,Saudi Arabia
SA4420692,22,3,227100.00,3.14,1.39,12.33,4,new customers with low buying ability,SA,Saudi Arabia
SA4421094,15,10,168306.00,2.77,2.40,12.03,1,new customers with high buying ability,SA,Saudi Arabia
SA4421136,64,1,74412.00,4.17,0.69,11.22,4,new customers with low buying ability,SA,Saudi Arabia
SA4421544,155,2,0.00,5.05,1.10,0.00,2,may lose,SA,Saudi Arabia
SA4421568,85,1,71850.00,4.45,0.69,11.18,4,new customers with low buying ability,SA,Saudi Arabia
SA4469400,225,1,19428.00,5.42,0.69,9.87,2,may lose,SA,Saudi Arabia
TH1959876,337,1,42996.00,5.82,0.69,10.67,2,may lose,TH,Thailand
TH1961856,330,1,47430.00,5.80,0.69,10.77,2,may lose,TH,Thailand
TH1961904,295,1,32538.00,5.69,0.69,10.39,2,may lose,TH,Thailand
TH1962234,36,3,57924.00,3.61,1.39,10.97,4,new customers with low buying ability,TH,Thailand
TH1963050,64,2,58356.00,4.17,1.10,10.97,4,new customers with low buying ability,TH,Thailand
TH1963212,344,1,81660.00,5.84,0.69,11.31,0,can not lose,TH,Thailand
TH1963452,323,1,94926.00,5.78,0.69,11.46,0,can not lose,TH,Thailand
TH1963494,183,6,1412556.00,5.21,1.95,14.16,5,need bring back,TH,Thailand
TH1963632,197,2,95472.00,5.29,1.10,11.47,0,can not lose,TH,Thailand
TH1963638,323,2,68184.00,5.78,1.10,11.13,0,can not lose,TH,Thailand
TH1964106,330,3,95346.00,5.80,1.39,11.47,0,can not lose,TH,Thailand
TH1964256,358,1,16998.00,5.88,0.69,9.74,2,may lose,TH,Thailand
TH1964448,351,1,46686.00,5.86,0.69,10.75,2,may lose,TH,Thailand
TH1965708,253,1,26424.00,5.54,0.69,10.18,2,may lose,TH,Thailand
TH1966488,43,1,41196.00,3.78,0.69,10.63,4,new customers with low buying ability,TH,Thailand
TH1966776,344,1,25920.00,5.84,0.69,10.16,2,may lose,TH,Thailand
TH1967364,183,1,94782.00,5.21,0.69,11.46,0,can not lose,TH,Thailand
TH1968126,267,1,47382.00,5.59,0.69,10.77,2,may lose,TH,Thailand
TH1968210,22,1,39822.00,3.14,0.69,10.59,4,new customers with low buying ability,TH,Thailand
TH1968648,43,6,143190.00,3.78,1.95,11.87,4,new customers with low buying ability,TH,Thailand
TH1971684,29,7,176196.00,3.40,2.08,12.08,4,new customers with low buying ability,TH,Thailand
TH1972200,176,3,333348.00,5.18,1.39,12.72,5,need bring back,TH,Thailand
TH1972842,260,2,522432.00,5.56,1.10,13.17,5,need bring back,TH,Thailand
TH1974048,330,1,60162.00,5.80,0.69,11.00,0,can not lose,TH,Thailand
TH1974138,358,1,45336.00,5.88,0.69,10.72,2,may lose,TH,Thailand
TH1974480,246,1,47970.00,5.51,0.69,10.78,2,may lose,TH,Thailand
TH1974606,358,1,22986.00,5.88,0.69,10.04,2,may lose,TH,Thailand
TH1999620,1,6,245076.00,0.69,1.95,12.41,1,new customers with high buying ability,TH,Thailand
TH2059542,316,1,26406.00,5.76,0.69,10.18,2,may lose,TH,Thailand
TH2084874,295,1,23766.00,5.69,0.69,10.08,2,may lose,TH,Thailand
TH2122098,225,2,66876.00,5.42,1.10,11.11,0,can not lose,TH,Thailand
TH2137182,267,1,66528.00,5.59,0.69,11.11,0,can not lose,TH,Thailand
TH2195970,15,191,10870434.00,2.77,5.26,16.20,3,champions,TH,Thailand
TH2215050,330,1,15828.00,5.80,0.69,9.67,2,may lose,TH,Thailand
TH2215842,78,3,68280.00,4.37,1.39,11.13,4,new customers with low buying ability,TH,Thailand
TH2217138,22,5,271122.00,3.14,1.79,12.51,1,new customers with high buying ability,TH,Thailand
TH2463276,246,2,95514.00,5.51,1.10,11.47,0,can not lose,TH,Thailand
TH2470746,211,2,223806.00,5.36,1.10,12.32,0,can not lose,TH,Thailand
TH2474976,8,4,345546.00,2.20,1.61,12.75,1,new customers with high buying ability,TH,Thailand
TH2496660,190,5,504654.00,5.25,1.79,13.13,5,need bring back,TH,Thailand
TH2498838,22,2,128268.00,3.14,1.10,11.76,4,new customers with low buying ability,TH,Thailand
TH2817858,309,1,32598.00,5.74,0.69,10.39,2,may lose,TH,Thailand
TH2840142,71,4,68850.00,4.28,1.61,11.14,4,new customers with low buying ability,TH,Thailand
TH2841936,183,9,714114.00,5.21,2.30,13.48,5,need bring back,TH,Thailand
TH2853102,29,3,32220.00,3.40,1.39,10.38,4,new customers with low buying ability,TH,Thailand
TH2989584,29,4,187140.00,3.40,1.61,12.14,4,new customers with low buying ability,TH,Thailand
TH3131982,274,1,23040.00,5.62,0.69,10.05,2,may lose,TH,Thailand
TH3155616,43,3,86556.00,3.78,1.39,11.37,4,new customers with low buying ability,TH,Thailand
TH3313488,239,1,48174.00,5.48,0.69,10.78,2,may lose,TH,Thailand
TH3314238,246,3,143658.00,5.51,1.39,11.88,0,can not lose,TH,Thailand
TH3380430,358,1,470874.00,5.88,0.69,13.06,5,need bring back,TH,Thailand
TH3394038,57,1,41382.00,4.06,0.69,10.63,4,new customers with low buying ability,TH,Thailand
TH3402612,316,2,87576.00,5.76,1.10,11.38,0,can not lose,TH,Thailand
TH3403098,22,1,119856.00,3.14,0.69,11.69,4,new customers with low buying ability,TH,Thailand
TH3403590,351,1,42246.00,5.86,0.69,10.65,2,may lose,TH,Thailand
TH3409788,211,1,47754.00,5.36,0.69,10.77,2,may lose,TH,Thailand
TH3411270,36,12,334884.00,3.61,2.56,12.72,1,new customers with high buying ability,TH,Thailand
TH3468480,36,1,62616.00,3.61,0.69,11.04,4,new customers with low buying ability,TH,Thailand
TH3474918,218,4,191022.00,5.39,1.61,12.16,0,can not lose,TH,Thailand
TH3486270,225,1,44880.00,5.42,0.69,10.71,2,may lose,TH,Thailand
TH3499548,43,6,160368.00,3.78,1.95,11.99,4,new customers with low buying ability,TH,Thailand
TH3523734,351,1,85128.00,5.86,0.69,11.35,0,can not lose,TH,Thailand
TH3537876,309,2,89088.00,5.74,1.10,11.40,0,can not lose,TH,Thailand
TH3611004,323,1,17436.00,5.78,0.69,9.77,2,may lose,TH,Thailand
TH3640644,148,1,17628.00,5.00,0.69,9.78,2,may lose,TH,Thailand
TH3644904,281,1,44184.00,5.64,0.69,10.70,2,may lose,TH,Thailand
TH3704004,148,1,26718.00,5.00,0.69,10.19,2,may lose,TH,Thailand
TH3735450,134,1,42966.00,4.91,0.69,10.67,2,may lose,TH,Thailand
TH3735894,50,1,41394.00,3.93,0.69,10.63,4,new customers with low buying ability,TH,Thailand
TH3745338,57,5,186240.00,4.06,1.79,12.13,4,new customers with low buying ability,TH,Thailand
TH3745344,127,2,76782.00,4.85,1.10,11.25,0,can not lose,TH,Thailand
TH3785892,71,1,31692.00,4.28,0.69,10.36,2,may lose,TH,Thailand
TH3788520,225,1,48816.00,5.42,0.69,10.80,2,may lose,TH,Thailand
TH3804678,365,1,25908.00,5.90,0.69,10.16,2,may lose,TH,Thailand
TH3825300,351,1,46698.00,5.86,0.69,10.75,2,may lose,TH,Thailand
TH3865020,309,1,26040.00,5.74,0.69,10.17,2,may lose,TH,Thailand
TH3866340,15,23,654978.00,2.77,3.18,13.39,1,new customers with high buying ability,TH,Thailand
TH3896778,225,1,48324.00,5.42,0.69,10.79,2,may lose,TH,Thailand
TH3949026,36,2,38334.00,3.61,1.10,10.55,4,new customers with low buying ability,TH,Thailand
TH3977976,99,1,15750.00,4.61,0.69,9.66,2,may lose,TH,Thailand
TH4012650,218,2,54486.00,5.39,1.10,10.91,0,can not lose,TH,Thailand
TH4075656,57,1,41382.00,4.06,0.69,10.63,4,new customers with low buying ability,TH,Thailand
TH4087320,197,6,592800.00,5.29,1.95,13.29,5,need bring back,TH,Thailand
TH4097802,29,9,111702.00,3.40,2.30,11.62,4,new customers with low buying ability,TH,Thailand
TH4125936,225,1,48810.00,5.42,0.69,10.80,2,may lose,TH,Thailand
TH4143486,183,3,143256.00,5.21,1.39,11.87,0,can not lose,TH,Thailand
TH4156224,120,3,273138.00,4.80,1.39,12.52,5,need bring back,TH,Thailand
TH4210236,64,4,88542.00,4.17,1.61,11.39,4,new customers with low buying ability,TH,Thailand
TH4223868,1,78,3508494.00,0.69,4.37,15.07,3,champions,TH,Thailand
TH4225620,22,47,1609998.00,3.14,3.87,14.29,3,champions,TH,Thailand
TH4226010,197,1,26934.00,5.29,0.69,10.20,2,may lose,TH,Thailand
TH4251216,316,1,21204.00,5.76,0.69,9.96,2,may lose,TH,Thailand
TH4289298,218,9,792732.00,5.39,2.30,13.58,5,need bring back,TH,Thailand
TH4290894,246,3,141750.00,5.51,1.39,11.86,0,can not lose,TH,Thailand
TH4305408,267,1,47388.00,5.59,0.69,10.77,2,may lose,TH,Thailand
TH4306950,22,1,16704.00,3.14,0.69,9.72,4,new customers with low buying ability,TH,Thailand
TH4315434,204,1,24288.00,5.32,0.69,10.10,2,may lose,TH,Thailand
TH4469598,64,5,16266.00,4.17,1.79,9.70,2,may lose,TH,Thailand
TH4483074,57,1,41382.00,4.06,0.69,10.63,4,new customers with low buying ability,TH,Thailand
TH4497624,134,1,44118.00,4.91,0.69,10.69,2,may lose,TH,Thailand
TR3238446,78,2,224898.00,4.37,1.10,12.32,0,can not lose,TR,Turkey
TR3238554,218,7,1525722.00,5.39,2.08,14.24,5,need bring back,TR,Turkey
TR3238566,15,40,42204198.00,2.77,3.71,17.56,3,champions,TR,Turkey
TR3238644,78,18,1591038.00,4.37,2.94,14.28,5,need bring back,TR,Turkey
TR3238698,8,11,1485912.00,2.20,2.48,14.21,1,new customers with high buying ability,TR,Turkey
TR3238704,288,2,336102.00,5.67,1.10,12.73,0,can not lose,TR,Turkey
TR3238794,120,8,3856602.00,4.80,2.20,15.17,5,need bring back,TR,Turkey
TR3238812,43,2,322260.00,3.78,1.10,12.68,5,need bring back,TR,Turkey
TR3238848,141,1,114384.00,4.96,0.69,11.65,0,can not lose,TR,Turkey
TR3238860,64,7,567576.00,4.17,2.08,13.25,5,need bring back,TR,Turkey
TR3238866,281,2,224604.00,5.64,1.10,12.32,0,can not lose,TR,Turkey
TR3238932,113,3,430200.00,4.74,1.39,12.97,5,need bring back,TR,Turkey
TR3238938,211,2,226176.00,5.36,1.10,12.33,0,can not lose,TR,Turkey
TR3239058,190,1,1174860.00,5.25,0.69,13.98,5,need bring back,TR,Turkey
TR3239070,1,5,8762070.00,0.69,1.79,15.99,3,champions,TR,Turkey
TR3239094,57,3,342312.00,4.06,1.39,12.74,5,need bring back,TR,Turkey
TR3239310,260,1,58812.00,5.56,0.69,10.98,0,can not lose,TR,Turkey
TR3239430,29,2,384360.00,3.40,1.10,12.86,1,new customers with high buying ability,TR,Turkey
TR3239532,15,6,7096392.00,2.77,1.95,15.78,3,champions,TR,Turkey
TR3239790,155,1,114198.00,5.05,0.69,11.65,0,can not lose,TR,Turkey
TR3240000,141,2,345078.00,4.96,1.10,12.75,5,need bring back,TR,Turkey
TR3240150,281,1,56706.00,5.64,0.69,10.95,0,can not lose,TR,Turkey
TR3240342,36,7,858960.00,3.61,2.08,13.66,1,new customers with high buying ability,TR,Turkey
TR3240438,8,1,94668.00,2.20,0.69,11.46,4,new customers with low buying ability,TR,Turkey
TR3240690,106,1,95100.00,4.67,0.69,11.46,0,can not lose,TR,Turkey
TR3240714,57,9,480762.00,4.06,2.30,13.08,5,need bring back,TR,Turkey
TR3240774,218,1,114696.00,5.39,0.69,11.65,0,can not lose,TR,Turkey
TR3240864,8,5,635118.00,2.20,1.79,13.36,1,new customers with high buying ability,TR,Turkey
TR3240906,43,3,285474.00,3.78,1.39,12.56,5,need bring back,TR,Turkey
TR3240948,36,3,911082.00,3.61,1.39,13.72,1,new customers with high buying ability,TR,Turkey
TR3241002,190,2,221718.00,5.25,1.10,12.31,0,can not lose,TR,Turkey
TR3241044,281,3,1362222.00,5.64,1.39,14.12,5,need bring back,TR,Turkey
TR3241092,15,34,3129726.00,2.77,3.56,14.96,3,champions,TR,Turkey
TR3241206,211,1,114930.00,5.36,0.69,11.65,0,can not lose,TR,Turkey
TR3242118,22,10,1518060.00,3.14,2.40,14.23,1,new customers with high buying ability,TR,Turkey
TR3242184,337,1,281016.00,5.82,0.69,12.55,0,can not lose,TR,Turkey
TR3242664,127,2,32301396.00,4.85,1.10,17.29,3,champions,TR,Turkey
TR3242826,106,3,2067582.00,4.67,1.39,14.54,5,need bring back,TR,Turkey
TR3243018,15,1,11664.00,2.77,0.69,9.36,4,new customers with low buying ability,TR,Turkey
TR3244008,15,15,9690066.00,2.77,2.77,16.09,3,champions,TR,Turkey
TR3244182,288,1,35460.00,5.67,0.69,10.48,2,may lose,TR,Turkey
TR3244212,29,1,106716.00,3.40,0.69,11.58,4,new customers with low buying ability,TR,Turkey
TR3244746,43,5,665238.00,3.78,1.79,13.41,1,new customers with high buying ability,TR,Turkey
TR3245286,155,1,376098.00,5.05,0.69,12.84,5,need bring back,TR,Turkey
